STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
722780,23183, 20150410,   71.9,24,   17.9,24, 1010.9,24,  972.4,24,  10.0,24,   5.0,24,   8.9,  18.1,   87.1 ,  54.0 , 0.00G,999.9, 000000,
722780,23183, 20150411,   74.0,24,   23.3,24, 1009.9,24,  971.5,24,  10.0,24,   3.7,24,   7.0, 999.9,   87.1 ,  57.0 , 0.00G,999.9, 000000,
722780,23183, 20150412,   75.5,24,   29.4,24, 1008.8,24,  970.6,24,  10.0,24,   5.9,24,  15.0,  22.0,   86.0 ,  60.1 , 0.00G,999.9, 000000,
722780,23183, 20150413,   75.5,24,   43.0,24, 1012.4,24,  974.0,24,  10.0,24,   5.8,24,   9.9, 999.9,   90.0 ,  63.0 , 0.00G,999.9, 000000,
722780,23183, 20150414,   79.9,24,   36.5,24, 1012.5,24,  974.3,24,  10.0,24,   6.8,24,  15.0,  21.0,   93.9 ,  63.0 , 0.00G,999.9, 000000,
722780,23183, 20150415,   78.1,24,   17.4,24, 1008.2,24,  970.1,24,  10.0,24,   9.3,24,  21.0,  26.0,   93.9 ,  66.9 , 0.00G,999.9, 000000,
722780,23183, 20150416,   67.5,24,    3.4,24, 1011.2,24,  972.7,24,  10.0,24,   9.9,24,  18.1,  24.1,   84.0 ,  55.9 , 0.00G,999.9, 000000,
722780,23183, 20150417,   67.5,24,   18.3,24, 1014.3,24,  975.6,24,  10.0,24,   5.5,24,  12.0,  19.0,   81.0 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150418,   73.5,24,   21.4,24, 1011.8,24,  973.3,24,  10.0,24,   6.9,24,  14.0,  22.9,   90.0 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150419,   78.3,24,   22.1,24, 1009.2,24,  971.0,24,  10.0,24,   5.7,24,   9.9,  18.1,   91.9 ,  59.0 , 0.00G,999.9, 000000,
722780,23183, 20150420,   79.4,24,   23.4,24, 1006.8,24,  968.8,24,  10.0,24,   4.8,24,   9.9, 999.9,   93.0 ,  62.1 , 0.00G,999.9, 000000,
722780,23183, 20150421,   79.7,24,   21.7,24, 1006.7,24,  968.7,24,  10.0,24,   6.7,24,  12.0,  15.9,   93.0 ,  64.9 , 0.00G,999.9, 000000,
722780,23183, 20150422,   76.7,24,   26.6,24, 1007.1,24,  969.0,24,  10.0,24,   6.9,24,  14.0,  21.0,   91.0 ,  64.9 , 0.00G,999.9, 000000,
722780,23183, 20150423,   74.1,24,   27.9,24, 1007.3,24,  969.1,24,  10.0,24,   6.3,24,  14.0,  22.0,   89.1 ,  62.1 , 0.00G,999.9, 000000,
722780,23183, 20150424,   70.3,24,   43.0,24, 1008.8,24,  970.4,24,   9.9,24,   6.9,24,  11.1,  22.9,   82.9 ,  62.1 , 0.00G,999.9, 010000,
722780,23183, 20150425,   71.4,24,   43.0,24, 1009.5,24,  971.0,24,  10.0,24,   5.2,24,  15.0,  21.0,   81.0 ,  61.0 , 0.02G,999.9, 000000,
722780,23183, 20150426,   65.1,24,   46.0,24, 1007.0,24,  968.4,24,  10.0,24,   9.9,24,  29.9,  36.9,   81.0 ,  54.0 , 0.03G,999.9, 010000,
722780,23183, 20150427,   67.0,24,   45.7,24, 1009.8,24,  971.2,24,  10.0,24,   3.3,24,  14.0, 999.9,   87.1 ,  54.0 , 0.13G,999.9, 000000,
722780,23183, 20150428,   79.2,24,   40.8,24, 1011.7,24,  973.4,24,  10.0,24,   6.0,24,  11.1,  17.1,   93.0 ,  57.0 , 0.00G,999.9, 000000,
722780,23183, 20150429,   82.6,24,   37.2,24, 1011.4,24,  973.3,24,  10.0,24,   5.6,24,  11.1,  15.9,   96.1 ,  68.0 , 0.00G,999.9, 000000,
722780,23183, 20150430,   84.4,24,   29.1,24, 1007.7,24,  969.8,24,  10.0,24,   4.8,24,   9.9, 999.9,   99.0 ,  70.0 , 0.00G,999.9, 000000,
722780,23183, 20150501,   86.4,24,   28.7,24, 1007.2,24,  969.4,24,  10.0,24,   4.0,24,   9.9, 999.9,  100.9 ,  70.0 , 0.00G,999.9, 000000,
722780,23183, 20150502,   87.0,24,   29.9,24, 1006.7,24,  969.0,24,  10.0,24,   6.2,24,  12.0,  15.0,  100.9 ,  70.0 , 0.00G,999.9, 000000,
722780,23183, 20150503,   86.9,24,   39.5,24, 1006.8,24,  969.1,24,  10.0,24,   6.3,24,  12.0,  22.9,   98.1 ,  72.0 , 0.00G,999.9, 000000,
722780,23183, 20150504,   78.2,24,   51.0,24, 1007.2,20,  969.3,24,   9.8,24,   8.2,24,  19.0,  22.0,   96.1 ,  64.9 , 0.21G,999.9, 010010,
722780,23183, 20150505,   73.3,24,   50.6,24, 1009.3,24,  971.0,24,  10.0,24,   7.7,24,  18.1,  27.0,   84.9 ,  64.9 , 0.03G,999.9, 000000,
722780,23183, 20150506,   79.5,24,   42.5,24, 1006.7,24,  968.7,24,  10.0,24,   5.9,24,  12.0,  18.1,   90.0 ,  66.9 , 0.00G,999.9, 000000,
722780,23183, 20150507,   75.9,24,   38.5,24, 1005.8,24,  967.8,24,  10.0,24,   7.9,24,  19.0,  25.1,   90.0 ,  64.9 , 0.00G,999.9, 000000,
722780,23183, 20150508,   70.3,24,   36.4,24, 1007.7,24,  969.5,24,  10.0,24,   8.5,24,  15.9,  22.0,   86.0 ,  62.1 , 0.00G,999.9, 010000,
722780,23183, 20150509,   66.1,24,   35.3,24, 1012.5,24,  973.8,24,  10.0,24,   7.9,24,  22.0, 999.9,   77.0 ,  57.0 , 0.00G,999.9, 000000,
722780,23183, 20150510,   72.4,24,   34.3,24, 1011.6,24,  973.1,24,  10.0,24,   3.9,24,  15.0,  19.0,   89.1 ,  57.0 , 0.00G,999.9, 000000,
722780,23183, 20150511,   80.5,24,   32.3,24, 1009.4,24,  971.2,24,  10.0,24,   6.0,24,  15.0,  19.0,   96.1 ,  61.0 , 0.00G,999.9, 000000,
722780,23183, 20150512,   83.2,24,   27.7,24, 1006.8,24,  968.9,24,  10.0,24,   7.7,24,  15.9,  25.1,   96.1 ,  66.9 , 0.00G,999.9, 000000,
722780,23183, 20150513,   80.0,24,   38.3,24, 1009.6,24,  971.5,24,  10.0,24,   8.3,24,  14.0,  24.1,   91.0 ,  69.1 , 0.00G,999.9, 000000,
722780,23183, 20150514,   81.2,24,   43.2,24, 1006.6,24,  968.7,24,  10.0,24,  10.0,24,  19.0,  33.0,   91.0 ,  69.1 , 0.00G,999.9, 000000,
722780,23183, 20150515,   71.2,24,   42.7,24, 1007.7,24,  969.5,24,   9.7,24,  10.7,24,  20.0,  27.0,   87.1 ,  60.1 , 0.00G,999.9, 010010,
722780,23183, 20150516,   62.2,24,   50.1,24, 1010.6,24,  971.9,24,   9.7,24,   4.8,24,  12.0,  17.1,   75.9 ,  57.0 , 0.93G,999.9, 010000,
722780,23183, 20150517,   72.6,24,   42.7,24, 1013.2,24,  974.5,24,  10.0,24,   4.4,24,   9.9, 999.9,   86.0 ,  57.0 , 0.00G,999.9, 000000,
722780,23183, 20150518,   78.2,24,   38.6,24, 1010.6,24,  972.4,24,  10.0,24,   5.4,24,  15.0,  21.0,   90.0 ,  64.0 , 0.00G,999.9, 000000,
722780,23183, 20150519,   77.1,24,   31.9,24, 1010.6,24,  972.4,24,  10.0,24,   6.4,24,  15.0,  22.0,   90.0 ,  64.9 , 0.00G,999.9, 000000,
722780,23183, 20150520,   79.5,24,   34.5,24, 1009.6,24,  971.5,24,  10.0,24,   5.3,24,  11.1,  18.1,   93.0 ,  64.9 , 0.00G,999.9, 000000,
722780,23183, 20150521,   81.8,24,   33.6,24, 1007.6,24,  969.7,24,  10.0,24,   7.3,24,  14.0,  22.9,   93.0 ,  66.9 , 0.00G,999.9, 000000,
722780,23183, 20150522,   75.7,24,   36.1,24, 1008.7,24,  970.6,24,  10.0,24,   8.7,24,  15.9,  24.1,   91.0 ,  66.0 , 0.00G,999.9, 000000,
722780,23183, 20150523,   72.7,24,   36.9,24, 1012.0,24,  973.6,24,  10.0,24,   6.2,24,  19.0,  22.9,   82.9 ,  64.0 , 0.00G,999.9, 000000,
722780,23183, 20150524,   75.7,24,   39.2,24, 1010.2,24,  971.9,24,  10.0,24,   4.9,24,   8.9, 999.9,   84.9 ,  64.0 , 0.00G,999.9, 000000,
